city,max-bedroom,min-bathroom,max-bathroom,min-carpet-area,max-carpet-area,min-total-area,max-total-area,property-type,facing,overlooking,parking,balcony,min-price,max-price,Furniture,Land Deed,Registry
Ghaziabad,5,3,3,1015,2026,1944,3384,Independent House,Southeast,Garden,Yes,Yes,8904558,34485205,No,Yes,Registered
Noida,4,3,4,752,2497,1767,2199,Apartment,Southwest,Garden,Yes,No,6717262,41022720,Yes,Yes,Registered
Delhi,1,1,4,972,2752,1113,3537,Independent House,South,Main Road,Yes,No,6077384,19754485,No,Yes,Registered
Delhi,3,1,5,791,2221,1368,2801,Apartment,Southwest,Pool,No,No,6213947,37603483,Yes,Yes,Registered
Faridabad,2,2,4,1378,2479,1969,3560,Studio,Northeast,Main Road,Yes,Yes,7456438,32485618,No,Yes,Registered
Noida,3,4,4,1375,2196,1104,3294,Studio,East,Pool,Yes,No,5244080,39389653,No,Yes,Registered
Delhi,2,4,2,1025,1708,1827,2419,Independent House,West,None,Yes,Yes,6558075,19078766,Yes,Yes,Registered
Ghaziabad,4,1,1,1048,1731,1101,2318,Apartment,South,Pool,No,No,9362501,41546559,Yes,Yes,Registered
Delhi,3,1,3,1312,2508,1271,3711,Apartment,East,Main Road,Yes,Yes,6125006,18453396,No,Yes,Registered
Ghaziabad,2,4,5,1401,1562,1315,3936,Villa,Northeast,Main Road,No,Yes,9649835,37271890,Yes,Yes,Registered
Gurgaon,5,4,3,501,2699,1654,3269,Villa,Southwest,Park,No,Yes,2300873,18623063,Yes,Yes,Not Registered
Gurgaon,5,1,5,885,2675,1628,2564,Apartment,East,None,No,Yes,2657723,20216832,Yes,Yes,Registered
Noida,3,2,2,994,1760,1589,3025,Studio,Northeast,Garden,No,Yes,9498490,43640093,Yes,Yes,Registered
Delhi,2,3,3,1363,2130,1357,3023,Independent House,South,Pool,Yes,Yes,7594223,42054347,No,Yes,Registered
Faridabad,4,4,2,915,1759,1361,3036,Apartment,Northwest,Park,No,Yes,5540124,42396245,No,Yes,Registered
Faridabad,3,1,5,532,1788,1230,2912,Studio,North,Garden,No,No,7555175,45142357,No,Yes,Registered
Faridabad,5,4,3,1127,2158,1184,3499,Villa,East,Garden,No,Yes,6310356,41514579,Yes,Yes,Registered
Delhi,5,1,4,1338,2535,1727,3540,Independent House,North,Park,Yes,Yes,3308795,32908405,Yes,Yes,Registered
Noida,1,3,3,1289,2563,1138,3438,Apartment,Northwest,Park,Yes,No,4619815,25679721,No,Yes,Registered
Gurgaon,4,3,1,1020,2264,1621,3074,Independent House,Northwest,Park,Yes,No,8584518,39569820,No,Yes,Registered
Ghaziabad,1,1,4,572,1790,1501,2690,Villa,North,None,Yes,No,6032865,39956217,No,Yes,Registered
Faridabad,5,1,4,774,2663,1174,2682,Villa,Northwest,Garden,No,No,5471574,31445572,Yes,Yes,Registered
Delhi,2,1,2,500,1572,1239,2946,Villa,East,Main Road,Yes,Yes,9084893,30102180,No,Yes,Not Registered
Faridabad,4,4,3,1279,2813,1288,3941,Studio,Southeast,Main Road,No,No,7843478,15481828,Yes,Yes,Registered
Ghaziabad,2,1,3,1402,2568,1098,2389,Studio,South,None,No,Yes,3303595,12023228,No,Yes,Registered
Gurgaon,2,4,5,692,2065,1436,2112,Studio,South,None,Yes,No,7656127,37245592,No,Yes,Registered
Delhi,3,2,4,1264,2211,1725,2200,Villa,North,None,No,No,8298324,39790606,Yes,Yes,Registered
Gurgaon,5,4,4,1445,2048,1715,3463,Villa,West,Garden,No,Yes,2092865,30787893,No,Yes,Registered
Ghaziabad,3,3,5,913,2485,1959,3115,Villa,Northwest,None,Yes,Yes,8454731,37906430,Yes,Yes,Registered
Noida,2,4,3,1359,2807,1895,2327,Villa,Northwest,Main Road,Yes,No,4559190,22589799,Yes,Yes,Registered
Delhi,1,1,2,543,1796,1723,2857,Independent House,North,Park,Yes,No,3573993,27081166,Yes,Yes,Registered
Delhi,4,3,3,1187,2222,1521,2732,Studio,Southwest,Pool,No,Yes,2800110,16638564,No,Yes,Registered
Noida,5,2,4,1472,2315,1044,2068,Studio,East,Pool,No,Yes,2591022,48821840,Yes,Yes,Registered
Gurgaon,5,4,1,1477,1678,1165,3780,Villa,Southwest,Garden,No,Yes,7342990,49882694,No,Yes,Registered
Ghaziabad,3,4,1,1001,2276,1242,2484,Apartment,Southwest,Garden,Yes,Yes,4229425,30636722,No,Yes,Not Registered
Ghaziabad,5,2,3,1224,1666,1888,3770,Independent House,South,None,Yes,Yes,7575934,16380500,No,Yes,Not Registered
Faridabad,1,2,4,1323,1956,1124,2993,Apartment,South,Main Road,No,Yes,7754376,24257182,Yes,Yes,Registered
Ghaziabad,3,4,5,1183,2929,1828,3131,Villa,West,Main Road,Yes,Yes,3440955,20843752,Yes,Yes,Registered
Faridabad,1,2,5,1457,2566,1859,2998,Villa,East,None,Yes,No,6841893,17974064,No,Yes,Registered
Delhi,2,2,5,729,1540,1556,3176,Villa,Northwest,Park,No,Yes,9678331,23275446,Yes,Yes,Registered
Delhi,2,1,2,1349,2201,1204,2932,Villa,Northeast,Garden,No,No,9657628,42923585,No,Yes,Registered
Noida,3,4,3,1132,1780,1660,2268,Studio,Northwest,Garden,No,Yes,5016625,33271441,Yes,Yes,Registered
Noida,1,4,2,1340,2395,1826,3764,Apartment,Northeast,Park,Yes,No,8714892,44406401,Yes,Yes,Registered
Faridabad,2,4,1,1304,2372,1585,3160,Apartment,East,Park,Yes,No,7799151,26511711,Yes,Yes,Registered
Gurgaon,3,3,1,556,1641,1232,3383,Independent House,Southwest,Main Road,No,No,2040813,45918443,No,Yes,Registered
Ghaziabad,5,1,1,872,2347,1845,3229,Villa,West,Garden,No,No,7719734,36125038,Yes,Yes,Registered
Gurgaon,4,1,5,506,1945,1086,3367,Studio,South,Pool,No,Yes,6759822,13826853,Yes,Yes,Registered
Faridabad,3,2,5,1113,2418,1288,3003,Studio,Northeast,Main Road,No,No,8948209,24998343,Yes,Yes,Registered
Noida,2,1,4,506,1543,1485,3831,Studio,North,Park,No,Yes,9911888,39400924,No,Yes,Registered
Faridabad,2,1,3,980,2227,1324,3110,Apartment,Northeast,Pool,Yes,Yes,8290056,37464517,No,Yes,Registered
Delhi,1,1,4,997,2806,1650,3924,Villa,East,Garden,No,No,6264804,12245142,No,Yes,Registered
Gurgaon,1,3,4,1105,2863,1341,3384,Villa,South,None,No,No,4903330,34060641,Yes,Yes,Registered
Faridabad,2,3,1,1269,1621,1902,2852,Villa,Northwest,Main Road,Yes,No,4272512,33373158,Yes,Yes,Registered
Faridabad,5,4,4,1405,2753,1356,2378,Independent House,West,Pool,Yes,No,4447890,39614349,No,Yes,Registered
Ghaziabad,5,3,5,655,2178,1281,3877,Independent House,North,Main Road,No,No,5225256,28981194,No,Yes,Registered
Ghaziabad,4,2,2,1488,2246,1466,2688,Independent House,North,Pool,Yes,No,9754733,44032537,Yes,Yes,Registered
Faridabad,1,4,1,659,1922,1054,3708,Villa,Northeast,Pool,No,Yes,9552958,12398496,No,Yes,Registered
Noida,2,3,5,842,2955,1795,2001,Studio,South,Pool,No,No,8363082,29035818,Yes,Yes,Registered
Delhi,3,2,3,1058,2720,1235,2552,Apartment,South,Pool,No,No,4131707,39394901,Yes,Yes,Registered
Noida,2,3,1,544,2249,1170,3285,Apartment,Southwest,Main Road,No,No,3396124,20549473,No,Yes,Registered
Noida,2,4,4,642,1757,1923,3826,Villa,East,None,Yes,Yes,4338724,27840540,No,Yes,Not Registered
Faridabad,2,2,2,1253,2392,1202,3342,Apartment,West,Main Road,Yes,No,7181608,38243047,No,Yes,Registered
Ghaziabad,2,1,1,1372,2997,1565,3920,Independent House,South,None,No,Yes,6804927,26866289,No,Yes,Not Registered
Gurgaon,1,1,2,1387,2486,1615,2973,Independent House,West,Garden,No,No,5126545,14758363,Yes,Yes,Registered
Ghaziabad,3,1,4,571,2634,1179,2440,Villa,North,Garden,Yes,No,3656921,18042594,Yes,Yes,Registered
Ghaziabad,2,3,1,745,1500,1816,3087,Studio,Northwest,None,No,Yes,3699407,41307642,Yes,Yes,Registered
Ghaziabad,5,4,3,896,1842,1340,3441,Apartment,South,Pool,Yes,No,3186077,32028970,Yes,Yes,Registered
Noida,1,4,2,899,2666,1432,3431,Villa,East,Main Road,No,No,7279965,44023049,No,Yes,Registered
Ghaziabad,2,2,3,584,1897,1490,2657,Villa,Northwest,Park,No,Yes,8823291,24735768,Yes,Yes,Registered
Gurgaon,3,4,2,1353,2281,1652,2609,Studio,West,Garden,Yes,No,9796275,49548924,Yes,Yes,Registered
Noida,1,2,3,1020,2651,1275,3431,Studio,Northwest,None,No,Yes,4343444,43973097,Yes,Yes,Registered
Ghaziabad,4,3,1,992,1688,1371,3223,Apartment,South,Garden,Yes,No,4498301,45208249,No,Yes,Registered
Noida,1,1,4,822,2391,1841,3843,Apartment,South,Main Road,Yes,No,4808591,24419115,Yes,Yes,Registered
Faridabad,1,4,1,1241,2846,1954,2745,Independent House,Southeast,None,Yes,Yes,5336970,14691339,No,Yes,Registered
Noida,4,3,2,568,1858,1584,2207,Studio,Southwest,Main Road,Yes,Yes,2036798,12968934,No,Yes,Registered
Noida,4,2,5,1494,2611,1206,2036,Villa,South,Park,No,Yes,5050399,48743717,Yes,Yes,Not Registered
Noida,3,3,1,882,1501,1627,3930,Apartment,South,Main Road,No,Yes,3311193,32904741,Yes,Yes,Registered
Gurgaon,1,4,5,1465,2146,1248,2994,Independent House,South,Pool,No,Yes,5808347,47340092,Yes,Yes,Registered
Gurgaon,1,4,5,1123,1501,1920,3438,Studio,Northeast,Garden,No,No,8261280,49065771,Yes,Yes,Not Registered
Ghaziabad,1,2,1,1067,2887,1758,2335,Villa,West,Park,Yes,No,2250035,21780255,Yes,Yes,Registered
Gurgaon,3,2,4,546,1737,1669,3803,Villa,West,Garden,Yes,Yes,6374556,19090400,Yes,Yes,Registered
Delhi,2,4,4,910,2644,1713,2584,Independent House,Northeast,Pool,No,Yes,6080537,31651744,No,Yes,Registered
Noida,2,3,2,1246,2453,1196,3494,Villa,Southwest,Pool,Yes,Yes,8405092,42300625,Yes,Yes,Registered
Delhi,3,3,2,786,2868,1530,3507,Studio,Northwest,Park,Yes,No,7015353,12646408,No,Yes,Registered
Delhi,3,2,1,515,2072,1252,3552,Apartment,Southeast,Park,No,Yes,9168140,47084212,Yes,Yes,Registered
Noida,3,4,5,720,2648,1670,2295,Studio,Northeast,None,Yes,No,9938515,27139578,Yes,Yes,Registered
Delhi,1,3,4,1367,2471,1678,2704,Apartment,Southeast,Garden,Yes,Yes,4766577,30212917,No,Yes,Registered
Delhi,4,1,1,1265,2261,1545,3600,Independent House,East,Garden,Yes,No,7151997,35756892,Yes,Yes,Registered
Gurgaon,5,4,4,729,2507,1711,3416,Studio,Northeast,Main Road,Yes,No,5144323,47842191,Yes,Yes,Registered
Gurgaon,3,4,1,645,2596,1865,3642,Studio,East,Park,No,Yes,7624175,28518398,Yes,Yes,Registered
Delhi,5,2,2,803,2519,1830,3968,Studio,East,Main Road,No,Yes,4670559,44732525,No,Yes,Registered
Ghaziabad,3,4,2,1452,1723,1048,3819,Studio,Northeast,Park,Yes,No,8257959,47209881,Yes,Yes,Registered
Ghaziabad,2,1,4,1480,2740,1951,2631,Apartment,West,Main Road,No,Yes,4615455,36902998,Yes,Yes,Registered
Faridabad,5,1,5,1142,1854,1901,3391,Apartment,Northwest,Park,No,No,3180865,18164403,Yes,Yes,Registered
Ghaziabad,3,3,1,591,2700,1933,3136,Studio,North,Pool,Yes,No,7507119,14203131,No,Yes,Registered
Faridabad,4,4,5,1183,2514,1861,3862,Villa,South,Main Road,No,No,4508586,29075446,Yes,Yes,Registered
Delhi,4,4,2,1385,2573,1688,3903,Apartment,South,Park,No,No,4339017,16366616,No,Yes,Not Registered
Ghaziabad,3,2,1,978,2088,1056,3313,Apartment,East,Pool,No,No,6163719,29864374,Yes,Yes,Registered
Gurgaon,1,1,4,1015,2703,1364,3605,Independent House,West,Park,Yes,No,9798527,40727974,No,Yes,Registered
Noida,3,1,2,798,2415,1079,2880,Independent House,Southeast,Pool,No,Yes,7303377,37319081,Yes,Yes,Registered
Ghaziabad,5,4,1,1109,1517,1191,2472,Studio,Southwest,Park,Yes,No,6449893,43277432,Yes,Yes,Registered
Noida,4,1,5,1255,1833,1754,3404,Apartment,North,Main Road,Yes,No,5729355,43443503,No,Yes,Registered
Delhi,2,3,4,734,2835,1060,3901,Independent House,Northeast,Pool,Yes,Yes,5181038,19826704,No,Yes,Registered
Faridabad,4,3,2,594,1846,1984,3730,Villa,South,Park,No,No,2246360,45653216,No,Yes,Registered
Faridabad,3,1,5,528,1854,1203,2592,Independent House,North,Garden,No,Yes,7164960,49014466,No,Yes,Not Registered
Ghaziabad,2,2,1,1323,2432,1385,3369,Independent House,Northeast,Main Road,No,Yes,9932206,30014929,No,Yes,Registered
Delhi,4,4,2,828,2502,1098,3640,Studio,Southeast,Pool,Yes,No,5789808,45928123,No,Yes,Registered
Gurgaon,2,4,3,1497,2510,1616,3432,Studio,Northeast,Pool,Yes,Yes,5337800,43967924,Yes,Yes,Registered
Gurgaon,3,3,4,900,2596,1273,2543,Villa,Southeast,Main Road,Yes,Yes,6139146,39322403,Yes,Yes,Registered
Faridabad,1,1,4,777,2580,1733,2162,Apartment,West,Pool,Yes,Yes,8748162,33384753,Yes,Yes,Registered
Noida,4,1,2,1085,2059,1811,2951,Villa,Northeast,Main Road,No,No,8107377,32452654,No,Yes,Registered
Gurgaon,5,4,2,1213,2013,1603,3272,Studio,North,None,No,No,4362789,24339590,Yes,Yes,Registered
Gurgaon,2,2,1,956,2219,1577,3750,Independent House,West,Garden,No,No,3862358,18162685,Yes,Yes,Registered
Delhi,4,3,2,868,1511,1002,3767,Independent House,North,Park,Yes,Yes,9903245,32193472,No,Yes,Registered
Faridabad,5,2,2,1492,1711,1647,3517,Studio,Southeast,Main Road,Yes,Yes,8431328,38245554,Yes,Yes,Registered
Faridabad,3,1,1,931,2074,1770,3051,Independent House,Northeast,Park,No,No,6926561,36206074,Yes,Yes,Registered
Noida,5,3,3,502,2637,1520,2947,Independent House,Southeast,Pool,No,No,9954208,40260731,Yes,Yes,Registered
Delhi,3,3,2,1404,2402,1035,3830,Villa,West,Pool,Yes,No,9902775,35804994,Yes,Yes,Registered
Gurgaon,5,4,2,850,2737,1772,2500,Independent House,Northeast,None,Yes,No,5678078,48623512,No,Yes,Registered
Noida,4,4,2,1181,2226,1207,2500,Studio,Northeast,Park,No,Yes,9820046,14654557,Yes,Yes,Registered
Delhi,1,3,1,1202,1882,1954,3826,Villa,Northeast,Main Road,No,Yes,4341371,28636985,Yes,Yes,Registered
Noida,4,4,4,1028,2323,1338,3983,Studio,Northwest,Park,No,No,4643087,47918834,No,Yes,Registered
Ghaziabad,1,3,5,569,2045,1303,2837,Apartment,Southeast,Main Road,No,Yes,5585979,48565447,Yes,Yes,Registered
Faridabad,4,1,3,1096,2490,1889,3418,Studio,West,Main Road,Yes,Yes,5538857,28115981,Yes,Yes,Registered
Delhi,1,4,2,880,1788,1363,2294,Villa,Northwest,Park,No,Yes,5541072,16030291,No,Yes,Registered
Gurgaon,3,1,5,966,1505,1211,2590,Studio,West,Main Road,No,No,6827379,16942345,Yes,Yes,Registered
Delhi,5,1,5,645,2790,1823,2285,Villa,South,Main Road,Yes,Yes,5136777,35692754,Yes,Yes,Registered
Gurgaon,4,4,1,1396,1834,1882,2305,Villa,Northwest,Pool,No,Yes,7178451,26498774,No,Yes,Not Registered
Faridabad,2,3,3,964,1515,1177,3914,Villa,North,Garden,No,Yes,8151224,25677236,Yes,Yes,Registered
Noida,2,4,3,1287,2652,1808,2427,Villa,West,Park,No,No,8084941,29182539,Yes,Yes,Registered
Faridabad,3,3,3,1138,2886,1061,3059,Independent House,West,Park,Yes,Yes,2862503,15418272,Yes,Yes,Registered
Faridabad,2,2,5,1313,2664,1072,3735,Studio,West,Park,Yes,No,6303019,31697979,Yes,Yes,Registered
Faridabad,4,1,5,1352,2220,1455,3812,Apartment,Northwest,Pool,No,No,9219518,23830779,No,Yes,Registered
Delhi,3,2,5,916,2090,1776,2308,Villa,North,Main Road,Yes,No,6696568,40389667,Yes,Yes,Registered
Gurgaon,5,3,4,797,2414,1072,2763,Apartment,South,None,No,No,5462706,49677921,Yes,Yes,Registered
Faridabad,4,4,3,1055,2752,1676,3205,Villa,North,Pool,No,Yes,8842837,17567852,Yes,Yes,Registered
Ghaziabad,4,1,3,1347,2968,1147,3029,Independent House,Northeast,None,No,Yes,2749180,14682704,No,Yes,Registered
Delhi,1,1,5,867,2081,1275,2280,Apartment,North,Park,Yes,Yes,2402385,28005249,Yes,Yes,Registered
Ghaziabad,2,1,3,1405,1768,1914,2343,Villa,North,Pool,Yes,Yes,3267594,14200883,No,Yes,Registered
Ghaziabad,3,4,5,937,2583,1718,2848,Apartment,Southeast,None,Yes,No,5105923,27210016,No,Yes,Registered
Faridabad,1,3,3,1038,1744,1121,3953,Villa,East,Pool,No,Yes,7140465,46722438,Yes,Yes,Registered
Ghaziabad,2,2,3,535,2115,1279,3358,Villa,West,Park,No,Yes,6198501,46306267,No,Yes,Registered
Faridabad,2,1,1,1385,1749,1624,2968,Independent House,Northeast,Main Road,Yes,Yes,7974236,21244003,No,Yes,Registered
Noida,2,1,2,1003,2087,1584,2611,Villa,South,None,Yes,No,8077421,36467047,Yes,Yes,Registered
Ghaziabad,2,2,3,755,2993,1408,2564,Apartment,Southeast,Park,No,No,3710464,16257541,No,Yes,Registered
Delhi,4,1,5,1446,1885,1492,2119,Independent House,Northwest,Pool,No,Yes,7645529,19468165,Yes,Yes,Registered
Ghaziabad,1,2,3,1423,2328,1509,2757,Independent House,East,Garden,Yes,Yes,3708219,26561586,Yes,Yes,Registered
Noida,1,2,4,1460,2951,1183,2997,Studio,Northeast,Pool,No,No,5661427,23451432,Yes,Yes,Registered
Noida,1,3,4,604,2032,1872,2647,Apartment,West,Park,No,No,4235861,47756962,No,Yes,Registered
Delhi,1,3,4,1370,1970,1980,2359,Apartment,Northeast,None,No,No,4954799,14973471,Yes,Yes,Registered
Faridabad,2,3,4,1489,2710,1391,3489,Independent House,Northeast,Park,No,No,5373815,26290873,Yes,Yes,Registered
Ghaziabad,2,4,4,705,2176,1683,3905,Villa,Northeast,Garden,Yes,No,4618771,29737438,Yes,Yes,Registered
Ghaziabad,1,2,1,1270,1571,1061,3663,Studio,East,Pool,No,No,5224884,26750226,No,Yes,Registered
Faridabad,3,1,4,1228,2533,1679,3568,Studio,Southeast,Garden,No,No,4552952,20423929,Yes,Yes,Registered
Delhi,5,3,2,1376,2542,1834,2421,Independent House,South,Park,No,Yes,8911531,20281272,Yes,Yes,Registered
Delhi,4,1,4,918,1609,1278,2573,Apartment,East,Park,No,No,7195422,14787345,Yes,Yes,Registered
Gurgaon,4,1,1,658,2297,1662,2304,Villa,Southeast,Garden,No,Yes,4474484,29682389,Yes,Yes,Registered
Gurgaon,1,2,4,1184,2838,1424,2631,Villa,Southeast,Pool,Yes,No,2393119,23427132,No,Yes,Not Registered
Gurgaon,4,2,3,682,1831,1377,3918,Villa,North,Pool,No,Yes,4169365,42255350,Yes,Yes,Registered
Faridabad,3,3,1,646,2132,1874,3067,Apartment,North,Park,No,Yes,8330507,36798981,Yes,Yes,Registered
Delhi,5,3,4,632,1735,1852,3290,Villa,North,Park,Yes,Yes,9715181,48050155,No,Yes,Registered
Gurgaon,5,3,1,1319,2018,1167,2710,Independent House,Southeast,Park,No,Yes,6140755,16527137,Yes,Yes,Registered
Ghaziabad,5,3,3,735,2825,1057,2041,Studio,Southwest,None,Yes,Yes,7226160,39735700,Yes,Yes,Registered
Noida,3,3,2,1105,1962,1372,2462,Villa,West,Main Road,No,Yes,7125986,26895948,Yes,Yes,Registered
Noida,3,1,5,1315,2708,1098,3236,Apartment,Southwest,Garden,No,No,6371332,43368751,No,Yes,Registered
Delhi,2,1,1,1406,2610,1344,2975,Studio,South,Main Road,No,No,6933762,43539681,Yes,Yes,Registered
Noida,4,1,2,774,2249,1035,2441,Villa,North,Pool,No,Yes,9361641,30520495,Yes,Yes,Registered
Ghaziabad,2,4,3,680,2451,1582,2126,Independent House,West,Pool,Yes,Yes,7811471,38771987,Yes,Yes,Registered
Delhi,5,4,4,1294,1902,1611,3396,Apartment,Southwest,None,Yes,No,8754232,42235569,Yes,Yes,Registered
Noida,5,1,4,1118,1620,1912,2409,Apartment,Southwest,Pool,No,No,6234394,28634162,No,Yes,Registered
Delhi,1,2,2,726,2922,1814,2481,Villa,Northwest,Pool,Yes,Yes,5953032,26512616,No,Yes,Not Registered
Delhi,1,3,1,515,2855,1900,3866,Independent House,Southeast,Garden,Yes,Yes,8002502,40838237,Yes,Yes,Registered
Noida,2,4,3,1079,2665,1884,2987,Villa,Northwest,Park,No,No,5784314,31793599,Yes,Yes,Registered
Delhi,4,4,5,1308,2553,1394,3089,Apartment,South,Main Road,No,Yes,2318962,46362806,No,Yes,Registered
Gurgaon,1,4,4,930,1918,1440,2393,Villa,Southwest,Main Road,No,Yes,2218925,47332232,Yes,Yes,Registered
Gurgaon,2,3,3,1446,1744,1789,2181,Villa,North,Main Road,Yes,Yes,3567843,15216123,No,Yes,Registered
Noida,5,2,1,875,1614,1794,3374,Apartment,East,Garden,No,Yes,2537162,35167305,Yes,Yes,Registered
Ghaziabad,2,4,2,706,2373,1459,2238,Villa,East,None,Yes,Yes,5453444,35419978,Yes,Yes,Registered
Noida,1,3,3,692,1780,1716,2938,Villa,South,Pool,No,No,7268134,28230981,No,Yes,Registered
Delhi,3,2,3,1421,2855,1964,3004,Villa,Northwest,None,No,No,2278138,36967220,No,Yes,Registered
Gurgaon,4,1,4,1261,1704,1901,3980,Villa,Northwest,None,No,No,5493948,47283634,Yes,Yes,Not Registered
Noida,5,2,2,1146,1961,1309,3866,Apartment,Southeast,Pool,Yes,Yes,7953116,23559763,No,Yes,Registered
Noida,3,2,5,613,1575,1047,3630,Independent House,Southeast,Park,Yes,Yes,2524942,27265282,No,Yes,Not Registered
Faridabad,1,3,5,1186,2059,1919,3893,Villa,Northeast,Pool,No,No,2385489,17998677,Yes,Yes,Registered
Faridabad,5,2,5,1262,2375,1805,3633,Villa,Northwest,None,Yes,No,8733143,13015054,No,Yes,Registered
Ghaziabad,5,3,3,797,1872,1209,2291,Independent House,Northeast,Main Road,No,No,8609001,14236580,No,Yes,Registered
Faridabad,3,4,1,896,1568,1645,3177,Villa,Southwest,Garden,No,Yes,5764080,30710917,No,Yes,Registered
Ghaziabad,5,4,1,1082,2347,1048,2298,Villa,Northeast,Pool,Yes,No,5926852,38173331,Yes,Yes,Registered
Gurgaon,4,3,5,1389,1811,1421,3715,Studio,Northwest,Pool,Yes,Yes,5749563,23669753,Yes,Yes,Registered
Gurgaon,5,4,5,582,2757,1032,2368,Villa,South,Main Road,Yes,Yes,4279784,38254315,No,Yes,Registered
Gurgaon,3,2,3,642,1778,1460,2648,Apartment,Southwest,Garden,Yes,No,3127583,15934581,Yes,Yes,Registered
Delhi,5,4,3,792,2521,1532,3133,Independent House,Northwest,None,No,Yes,5651249,26140828,No,Yes,Registered
Gurgaon,5,2,4,1371,2938,1537,2367,Studio,East,None,Yes,Yes,9881204,18433880,No,Yes,Registered
Noida,3,2,2,1433,2128,1387,2902,Studio,Southwest,Main Road,Yes,No,5086046,25477842,Yes,Yes,Registered
Ghaziabad,1,2,5,955,1979,1635,2705,Villa,West,Pool,Yes,Yes,9717375,16084762,Yes,Yes,Registered
Delhi,5,1,2,1279,1796,1327,2015,Apartment,West,Main Road,Yes,Yes,8295363,36701755,Yes,Yes,Registered
Noida,1,3,2,912,2333,1310,2598,Apartment,North,Pool,No,Yes,3039215,26387034,Yes,Yes,Registered
Ghaziabad,2,3,5,1431,2587,1728,2318,Studio,Southeast,Park,Yes,Yes,5365843,31686415,No,Yes,Registered
Faridabad,1,3,5,1306,1927,1807,3593,Studio,East,None,Yes,No,9665983,48766689,Yes,Yes,Registered
Gurgaon,4,3,2,630,2752,1011,3010,Studio,Southeast,Pool,No,No,8998822,49754019,Yes,Yes,Registered
Gurgaon,5,4,3,1170,2702,1417,3183,Villa,West,Main Road,Yes,Yes,3491722,34303527,Yes,Yes,Registered
Faridabad,4,1,5,1384,1617,1325,2959,Studio,North,Park,Yes,No,5250821,33315622,Yes,Yes,Not Registered
Delhi,5,3,5,1296,2129,1020,2596,Independent House,South,Park,No,Yes,8800760,22742787,No,Yes,Registered
Ghaziabad,3,3,4,1036,2076,1154,2389,Apartment,Southeast,None,No,No,8587125,18198751,Yes,Yes,Registered
Ghaziabad,2,2,5,1149,2740,1014,2172,Independent House,Southeast,Garden,No,No,3335619,44124273,Yes,Yes,Not Registered
Ghaziabad,2,1,2,753,1811,1322,2183,Independent House,Southeast,None,No,Yes,8473144,16035861,Yes,Yes,Registered
Noida,4,4,5,1063,2501,1582,3234,Studio,Southeast,Pool,Yes,Yes,5742183,21391481,Yes,Yes,Registered
Gurgaon,4,1,2,1343,2363,1950,2303,Villa,Northwest,Park,No,Yes,9858691,28317130,Yes,Yes,Registered
Gurgaon,3,4,5,1280,2968,1539,2349,Studio,Northwest,Main Road,No,Yes,3538219,49702634,Yes,Yes,Registered
Gurgaon,4,3,3,706,2436,1262,3637,Independent House,North,None,No,No,8587893,27828591,No,Yes,Registered
Faridabad,4,3,1,548,2687,1343,3095,Apartment,Southeast,Main Road,Yes,No,8023366,43279996,No,Yes,Not Registered
Noida,5,4,1,890,2068,1782,2291,Independent House,South,Main Road,Yes,Yes,8043115,32019718,Yes,Yes,Registered
Faridabad,4,3,1,1440,2940,1226,3255,Independent House,Southeast,Main Road,No,No,6377741,33032338,No,Yes,Registered
Ghaziabad,1,2,5,1035,1565,1562,3331,Independent House,Southwest,Garden,Yes,Yes,2101583,32165140,Yes,Yes,Registered
Noida,2,4,1,1390,2019,1491,2458,Villa,North,None,Yes,Yes,7378020,44504294,Yes,Yes,Registered
Delhi,1,4,3,808,2294,1802,3182,Villa,Southeast,None,Yes,Yes,9262201,29866482,Yes,Yes,Registered
Delhi,2,3,4,1355,2187,1421,3000,Villa,Northwest,Pool,No,No,5741506,37508105,Yes,Yes,Registered
Gurgaon,5,2,3,1109,1505,1946,2441,Independent House,Southwest,None,No,Yes,5791855,40889878,No,Yes,Not Registered
Faridabad,2,1,1,1104,2267,1014,3849,Independent House,Southwest,Park,Yes,No,8121909,27267602,Yes,Yes,Registered
Gurgaon,5,4,2,581,2518,1497,3487,Villa,South,Garden,Yes,No,7881435,33216657,No,Yes,Registered
Gurgaon,1,2,5,1405,1893,1733,3047,Studio,Northeast,None,No,No,3342771,34136337,Yes,Yes,Registered
Ghaziabad,2,2,2,1338,1772,1668,2686,Apartment,West,Garden,Yes,Yes,6754304,15303597,Yes,Yes,Registered
Gurgaon,4,2,1,1269,2809,1189,2824,Villa,Southeast,Pool,No,No,2914997,28881886,Yes,Yes,Not Registered
Delhi,1,4,5,1405,1571,1053,2321,Independent House,Southeast,Park,Yes,No,3343339,16830402,Yes,Yes,Not Registered
Gurgaon,5,1,4,549,1604,1618,2429,Studio,East,Garden,Yes,No,3353862,34069324,Yes,Yes,Registered
Faridabad,4,4,1,1452,1880,1140,2053,Independent House,South,Main Road,Yes,No,2213203,22033020,No,Yes,Registered
Ghaziabad,5,3,3,1433,2391,1132,3744,Villa,Northwest,Pool,No,Yes,4309368,14882790,Yes,Yes,Not Registered
Gurgaon,4,1,2,956,2361,1896,3688,Apartment,Southeast,Pool,Yes,No,8591014,39577936,Yes,Yes,Not Registered
Noida,2,4,1,1346,2424,1794,3760,Villa,South,Garden,No,Yes,7126965,32950343,Yes,Yes,Registered
